artist,song,link,text
Yes,Finally,/y/yes/finally_20148421.html,"Finally we put it to the test  
Dedicate to the true believer in you  
Finally put it to the test  
Finally  
  
Make no mistake to the mainstream  
Music be the master planner  
Just like the books you read  
You'll hear it on your radio scanner  
  
It's not so much what you know  
Or who you know that's coming  
Its what you do regardless  
Its what you do... eventually  
  
Finally we put it to the test  
Dedicate to the true believer in you  
Finally put it to the test  
Finally  
  
I've seen them running, down and out  
Never mind the good intentions  
A dreamer with a reason to live  
Is as clear as his next invention  
  
You take a second look to find  
A second chance at giving  
The voices say do not despair  
There's a real good reason you're living  
  
I could feel the earth moving  
I could see sky falling  
We can chase the storm  
We can sing the rain  
Walk the final distance  
Live this life again  
  
Finally we put it to the test  
Dedicate to the true believer in you  
Finally put it to the test telling me to let go  
  
I can feel the earth moving (i can sing the rain)  
I can feel the rain coming (live this life again)  
I can feel the storm  
I can sing the rain  
I can free my heart  
Live this life again  
You can choose to stand  
You can choose to fall  
You can see the rain  
You can have it all  
  
I can feel the rain coming  
I can feel the earth moving  
I can feel the love coming  
  
I can feel the earth moving  
I can feel the rain coming  
I can feel the love coming  
I can feel the earth moving

"
Yes,Fortune Seller,/y/yes/fortune+seller_20148393.html,"Fortune  
Seller  
Finder  
Seeker  
Giver  
Taker  
Wisdom keeper  
  
Fortune  
Sailing  
Finder  
Seeker  
Giver  
Taker  
Wisdom maker  
  
Take hold of the answer  
Give life to the dreams you were foretold  
Looking into the future  
Trace the steps into the great unknown  
  
Unknown  
Unknown  
Unknown  
  
They say that time is like a river that flows  
And where that river ends nobody knows  
And so we navigate our way through this life  
Riding the river  
Riding the river  
  
Take hold of your chances  
Defy all of the odds that have been made  
Making evey movement count  
We step toward a golden age  
You know  
Only you know  
Only you know  
  
Fortune  
Seller  
Finder  
Seeker  
Giver  
Taker  
Wisdom keeper  
  
Fortune  
Sailing  
Finder  
Seeker  
Giver  
Taker  
Wisdom maker  
  
They say that time is like a river that flows  
And where that river ends nobody will know  
And so we navigate our way through this life  
Riding the river  
Riding the river  
  
Giving into the power  
Giving into the magic of the ride  
Using imagination  
We take a step into the other side  
  
Fortune  
Teller  
Finder  
Seeker  
Giver  
Taker  
Wisdom keeper  
  
They say that time is like a river that flows  
And where that river ends nobody knows  
And so we navigate our way through this life  
Riding the river  
Riding the river  
  
1-800

"
Yes,Friend Of A Friend,/y/yes/friend+of+a+friend_20842221.html,"You found folks treat you right  
As long as you let them know  
You've been ready to defend their right  
Through doors that they oppose  
  
But if it chokes you let it go  
If it doesn't sound true to you  
It's no business of yours  
  
You can count friends on your fingers  
Count 'em on your toes  
If you leave you are a friend of all  
Those friendships heaven knows  
  
But there comes a time when your testimony  
Will crumble like a rose  
Let's have no pretense  
  
It's over  
Friendships can never be forgotten  
It's all there  
True friends will never question you  
You  
  
And it's all there  
In the stories  
We're about to read of a long time ago  
And it's really always been there  
To let you know  
  
There are times way back in history  
Where valor overcame  
The almighty tyrants of the past  
Forgotten all but name  
As the sons of righteous leaders  
Bent on crushing nations  
Thus believe the sprirt just  
  
And it's all there  
Frienships can never be forgotten  
In the end years  
You've got to hold on to what you've got  
What you've got  
  
And it's all there  
In the stories  
We're about to read of a long time ago  
In the modern day around  
You let it show  
  
You can see love deep in children's eyes  
Feel 'em in the wind  
You can reach the blessings of the  
Innocence on which we meet  
You can guide love in the atomosphere  
Arising from the source  
You know the citizen of chance is  
Another citizen of choice  
  
If you're mortal, be destroyed  
Then immortal be the course

"
Yes,From The Balcony,/y/yes/from+the+balcony_20148394.html,"Now I've heard you singing  
Dreaming that you know me well  
Let me tell you far away  
Looking down on you  
  
If you know my spirit  
Always shall you know me now  
Singing is your pleasure  
Looking down on you  
  
Now I hear you singing  
Saying that you know me well  
Take me to your promise  
New state of mind  
  
Now I feel you sighing  
Saying that you understand  
Feeling all the power  
Looking down on you  
  
You know that I would be  
The one who waits forever  
You know that someday we will find  
A way to share our love  
  
Now I hear you singing  
Dreaming that you know me well  
Let me tell you far away  
New state of mind

"
Yes,Give Love Each Day,/y/yes/give+love+each+day_20210648.html,"Standing here on sacred ground  
Some days it's a mad world let it be  
Words of promise fill the air, empty voices  
How long have we waited?  
  
And every time I hold your hand  
You bring to me this promised land  
I live for you this promised land  
  
Take me there and back again  
Some days it's a sad world let it be  
What's the point of looking for this power divine?  
It's already in my changes  
And every time I hear your voice  
I realize I have a choice  
To live again  
I deserve this choice  
To live again  
  
Our heaven will be now  
You are the song from the book of time  
To realize what is yours is mine  
We are meant to be  
All because our love has always been  
You are the center of my day  
You are my guide in every way  
We were meant to be  
All because our love has always been there  
Giving me the light, yes it's been there giving me the light  
Second nature sings to me  
Some days it's a dark world let it be  
I define my right to be  
I can't follow those who've lost their vision  
And every time I hold your hand  
You redesign my promised land  
I live for you, this promised land  
I live for you  
  
You are the song from the book of time  
To realize what is yours is mine  
We are meant to be  
All because our love has always been  
You are the center of my day  
You are my guide in every way  
We were meant to be  
All because our love has always been there  
Giving me the light, giving me the light  
Yes it's been there giving me the light  
  
You are the song from the book of time  
To realize what is yours is mine  
We are meant to be  
All because our love has always been  
You are the center of my day  
You are my guide in every way  
We were meant to be  
All because our love has always been there  
Giving me the light, yes it's been there giving me the light  
  
Give love each day  
Give love each day

"
Yes,Hold On,/y/yes/hold+on_20148313.html,"Justice to the left of you  
Justice to the right  
Speak when you are spoken to  
Don't pretend you're right  
This life's not for living  
It's for fighting and for war  
No matter what the truth is  
Hold on to what is yours  
  
Jigsaw puzzle traitors  
Set to spill the beans  
Constitution screw up  
Shattering the dreams  
Blood flows in the desert  
Dark citadels burning too  
Watch! Look over your shoulder  
This one is strictly for you  
  
Hold on  
Hold on  
Wait maybe the answer's  
Looking for you  
  
Hold on  
Hold on  
Wait! Take you time  
Think it through  
Yes! I can make it through  
  
Hold on  
Hold on  
Sunshine shine on through  
Hold on  
Hold on  
Sunshine shine on you  
  
See it through  
  
Talk the simple smile  
Such platonic eye  
How they drown in incomplete capacity  
Strangest of them all  
When the feeling calls  
How we drown in stylistic audacity  
Charge the common ground  
Round and round and round  
We living in gravity  
  
Shake  
We shake so hard  
How we laugh so loud  
When we reach  
We believe in eternity  
  
I believe in eternity  
  
Hold on  
Hold on  
Wait  
Take your time Sunshine shine on through  
See it through  
Hold on  
Hold on  
Wait  
Maybe a chance Sunshine shine on through  
Is looking for you Sunshine shine on you  
  
Hold on  
Hold on  
Hold on  
Hold on  
  
Sunshine  
Shine on shine on you  
Sunshine  
Shine on through  
Sunshine  
Shine on shine on through  
Sunshine  
Shine on you  
  
Sunshine  
Shine on  
Shine on you Hold on - Hold on  
Sunshine  
Shine on through Wait - Take your time  
See it through  
Sunshine  
Shine on  
Shine on through Hold on - Hold on  
Sunshine  
Shine on you Wait - Maybe the answer's looking for you

"
Yes,I Am Waiting,/y/yes/i+am+waiting_20148413.html,"Am I waking to this magic  
Am I seeing all is human  
Human after all  
  
I want to be inside your heart  
Are you ready  
I want to love forever  
Are you thinking  
I want to be inside your heart  
What I'm thinking  
I want to know you're with me  
  
Highways, stairways, many ways  
To be open tonight  
High time, look inside  
Your life, I am waiting  
  
I am waiting: are you ready?  
I am waiting: can you hear me?  
Can you hear me?  
  
It happened in the water  
The heaven will fall  
The break in the water  
The secret birth  
  
Said she loves me I believe her  
Waited lifetimes say this to you  
  
I want to be inside your heart  
Are you ready  
I want to love forever  
Are you thinking  
I want to be inside your heart  
What I'm thinking  
I want to know you're with me  
  
Highways, stairways, many ways to be open tonight  
High time, look inside  
Your life, I am waiting  
Say you need me I'm yours  
Say you need me just because  
(It's our freedom)  
It's our freedom, hear me now  
We are made to be here now  
We'll be waiting for the word  
As the healing of the world  
Make the promises to be true  
All my life my world is you  
  
I am waiting are you ready?  
Are you ready?  
I am waiting: Can you hear me?  
Can you hear me?

"
Yes,I See You,/y/yes/i+see+you_20148480.html,"I see you la la la la la la la la la la la la I see you  
I see you la la la la la la la la la la la la I see you  
I see you la la la la la la la la la la la la I see you  
  
Sun smiling sun through the cave of your hair  
Wind washing tulips out of space sitting there  
I love you  
At your door second floor first world war  
I love you  
Who listens  
Tell your friend I'm aware that she care  
Who listens  
Green specks bright spiraling out in the sky  
Catch my eye turn my head have to look don't know why  
  
I see you  
Everywhere behind your hair over there  
I see you  
I see you though your eyes can tell lies I sympathize,  
I see you  
Sun smiling sun through the cave of your hair  
Wind washing tulips out of space sitting there  
I love you  
  
I see you  
Everywhere behind your hair over there  
I see you  
I love you at your door second floor first world war  
I love you  
I love you  
I love you  
I love you  
I love you

"
Yes,I Would Have Waited Forever,/y/yes/i+would+have+waited+forever_20148459.html,"I would have waited forever - For you to return into my life  
I would have waited forever - I would have given you everything I had  
I would have waited forever - There's no question, no question at all  
  
So true in the prize, would you wait for me?  
All because you got burned, so you took what you needed  
Some will always turn away, say it's reason enough  
It's another game of exploration  
Something calls at reverse and it comes to you  
Experience everything as it comes true  
  
So - It will be then  
Change - It will happen  
See - That we feel it  
All - Is completed.  
  
Don't you want the world to stop short of giving?  
Anytime of night or day, the magic things you love  
Everybody hurts when you shout, when you walk away  
Talk about it according to you  
  
I would have waited forever - For you to return into my life  
I would have waited forever - To give you everything I had  
I would have waited forever - There's no question about it at all  
  
So in between the perfect flame of you, this love will never let you down  
Just take it as it comes, for everything will come around  
  
You put your hand up: stop the flow of where you're going to  
It's another game called exploration  
How we imagine everything that we think we're going through  
It's another reason to make the break  
Everyone will move with you now to the riverside  
Experience everything, but don't let the land slide  
  
I would have waited forever - For you to return into my life  
I would have waited forever - To give you everything I had  
I would have waited forever - No question in my body and soul  
Forever  

"
Yes,Life On A Film Set,/y/yes/life+on+a+film+set_20976272.html,"All the poems of my neighbors  
That drift across the sand  
Are just the tendrils of a vast  
But gentle plant which they command  
  
The headdress of a goddess  
You wore the night we came  
Is only one small symptom  
And really not to blame  
  
You're riding a tiger  
Riding a tiger  
  
Heaven sent immortals  
Waged upon the wall  
And likewise all the missiles  
Shot to make them fall  
  
Everlasting movie  
Picture into frame  
  
Riding a tiger  
Riding a tiger  
Riding a tiger  
  
All of the beaches  
Into the sky  
Into the beach of sun-glass goodbye  
  
Key grip was crying  
Best boy was made  
Here in the shelter  
Whole unafraid  
We were there  
  
Follow the road that leads to the sun  
Who formed our leader he is the one  
Who will offer the silence  
You must beware  
Using the page that no one can share  
  
Riding a tiger  
Riding a tiger  
Riding a tiger  
Riding a tiger  
  
Out of the morning  
Into the day  
Onto the evening  
Nowhere to stay  
  
We were always together  
Always the same  
Into the future  
No one to blame  
  
Riding a tiger  
Riding a tiger  
Riding a tiger  
Riding a tiger  
Riding a tiger  
Riding a tiger

"
Yes,Make It Easy,/y/yes/make+it+easy_20148473.html,"Why the eagle flies  
When the wind blows in his eyes  
And he goes no where just to feel good  
  
You don't know the reason  
Our love is like a season  
Breaking down and building up again  
  
Why you hold me up  
When I feel like falling down  
Is the love you have that makes me feel good  
  
Ah  
You make it easy  
Take it slow  
Well, I was hurtin inside and you gave me a second chance  
  
Ah  
You take it easy  
When you let it go  
I was hurtin inside  
  
Time rides all alone  
When you're left back on your own  
But I know you're always there to lean on  
  
Look beyond the  
And you'll find my love in check  
It's all the love I have  
Love I give to you  
  
Ah  
You make it easy  
Take it slow  
Well, I was hurtin inside and you gave me a second chance  
  
Ah  
You take it easy  
When you let it go  
I was hurtin inside  
  
Why the eagle flies  
When the wind blows in his eyes  
And he goes no where just to feel good  
  
Time rides all alone  
When you're left back on your own  
But I know you're always there to lean on  
  
You don't know the reasons  
Our love is like the seasons  
Breaking down and building up again  
  
Ah  
You make it easy  
Take it slow  
Well, I was hurtin inside and you gave me a second chance  
  
Ah  
You take it easy  
When you let it go  
I was hurtin inside  
  
Ah  
You make it easy  
Take it slow  
Well, I was hurtin inside and you gave me a second chance  
  
Ah  
You take it easy  
When you let it go  
I was hurtin inside

"
Yes,Money,/y/yes/money_20148474.html,"Money high, money low  
Money come, money go.  
Don't worry me  
Don't worry me  
  
(Money don't buy)  
  
The things that we like, the things that we love  
The things that we have, so high above  
Don't bother me  
(It doesn't even matter to you)  
Don't bother me  
(money doesn't grow on trees)  
Just don't worry!  
  
Now listen!  
  
Suns do shine, moons do glow  
Simplicity everyone knows  
Don't hurry me  
(I'm in the middle of a dream)  
Don't hurry me  
(It's not at all the way it seems)  
  
Now!  
  
Money so high, money so low  
Money to count, money to go  
It won't be there where I go  
(Where is that you're going to? )  
It won't be there where I go  
(Where is that you're going to? )  
  
Just won't be there  
No way!  
  
[Screw anything you can, and I'm trying  
To do that with the country]  
  
Do wop  
Da da da

"
