artist,song,link,text
Backstreet Boys,Something That I Already Know,/b/backstreet+boys/something+that+i+already+know_20658413.html,"Here we are, seven days  
And seven nights of empty tries  
It's ritual, habitual  
But it's never gonna work this time  
  
We're to the point of no return  
And along the way the only thing we've learned  
Is how to hurt each other  
  
I'm looking back and wondering why  
It took so long to realize  
That nothing's changed, it never will  
All these years of standing still  
And still we stay in all this pain  
And nothing's gonna make it go away  
  
I don't wanna wait another minute  
Put me out of my misery  
I can read your mind baby you're not in it  
And we're not what we used to be  
No you wouldn't have to lie to me  
If you would only let me go  
And I don't wanna wait another minute to hear  
Something that I already know  
I know, I know, I know  
Something that I already know  
I know, I know, I know  
  
So save your voice  
Don't waste your breath  
Can't you see we're at the end  
And this goodbye is permanent  
So wish me well and try to forget  
  
And all the fights  
And all the ways  
We almost made it  
But we never did  
And it's finally come to this  
  
I don't wanna wait another minute  
Put me out of my misery  
I can read your mind baby you're not in it  
And we're not what we used to be  
No you wouldn't have to lie to me  
If you would only let me go  
And I don't wanna wait another minute to hear  
Something that I already know  
  
We can not hide what we've become  
So sick and tired of being numb  
It's done, it's done  
It's done  
  
I don't wanna wait another minute  
Put me out of my misery  
I can read your mind baby you're not in it  
And we're not what we used to be  
No, you wouldn't have to lie to me  
If you would only let me go  
And I don't wanna wait another minute to hear  
Something that I already know  
I know, I know, I know  
Something that I already know  
I know, I know, I know  
Something that I already know  
'Cause I know, I know, I know  
'Cause I know, 'cause I know

"
Backstreet Boys,Spanish Eyes,/b/backstreet+boys/spanish+eyes_20011580.html,"Here we are in the arms of one another  
And we still go on searching for each other  
Knowing that hate is wrong and love is  
right for us tonight  
  
When I look into your Spanish eyes  
I know the reason why I am alive  
And the world is so beautiful tonight  
  
[Chorus]  
It's a place I've never been  
And it comes from deep within  
And it's telling me that I'm about to win first prize  
Knowing all I have to do  
Is reach out my hand to you  
Anytime I want to look into your Spanish eyes  
  
Let it be if we're nothing more than dreamers  
Who believe that we see no wall between us  
How can they be in my heart and in my mind,  
when all I could find  
  
When I look into your Spanish eyes  
I know the reason why I am alive  
And the world is so beautiful tonight  
  
[Chorus]  
  
I loved you from a distance  
Thought I couldn't reach that far  
I can't believe how close that we are  
When I look into your Spanish eyes  
And the world is so beautiful tonight  
  
[Chorus]

"
Backstreet Boys,Trouble Is,/b/backstreet+boys/trouble+is_20658331.html,"How come you never know  
What you got until it's gone  
Too bad  
Because I never felt so good with anyone  
How fooled was I into thinking  
I was gonna be alright  
Okay  
Fine  
  
So every day I try a little harder  
To forget her  
Lie here convince myself  
Tomorrow will be better  
  
The trouble is I can't get her out of my mind  
When I close my eyes at night  
Who's gonna save me  
Now she's gone  
The trouble is there's a part of me  
That still can't let go of her memory  
And now I know what it is  
Love is what the trouble is  
Love is what the trouble is  
  
How come she said  
You never wear your heart  
Where I can see  
Too bad  
'Cause now I'm the one  
Who's sorry  
How stupid was I into thinking  
I was gonna be alright  
Okay  
Fine  
So everyday I find a little something  
To remind me  
No matter how I try  
I can't put the past behind me  
  
The trouble is I can't get her out of my mind  
When I close my eyes at night  
Who's gonna save me  
Now she's gone  
The trouble is there's a part of me  
That still can't let go of her memory  
And now I know what it is  
  
Love has let me go  
I'm alright, I'm okay  
I'll be fine, give it time  
  
But the only trouble is I can't get her out of my mind  
When I close my eyes at night  
Who's gonna save me  
Now she's gone (she's gone)  
The trouble is there's a part of me  
That still can't let go of her memory (I just can't)  
And now I know what it is (yes I do)  
And now I know what it is  
'Cause love is what the trouble is  
The trouble  
Love, love is what the trouble is

"
Backstreet Boys,Try,/b/backstreet+boys/try_21062362.html,"Uh, uh I know that you're hurting now  
Seems like there's just no way how  
Feels like it's all gone wrong  
You keep on sipping till you can't go on!  
Don't worry, I'm not by your side  
  
My shoulder is yours if you need to cry  
Feel the times when life is just too much  
I know you want to, but don't give up!  
  
Try, baby try  
Give me a moment of your time  
Oh no, don't, don't close your eyes  
I know you're hurt now  
We can work it out  
If we just try, if you just try!  
It's always been just me and you  
You know I've been down there, too!  
Always when I needed you  
You were strong!  
Let me hold you, baby  
When hope is gone!  
  
Try, baby try  
Give me a moment of your time  
Oh no, don't, don't close your eyes  
I know you're hurt now  
We can work it out  
If we just try, if you just try!  
Holding on, holding on  
We used to know how to!  
Oh, oh, oh if the nights are so long  
It's my favorite time if we just  
  
Try, baby try  
Give me a moment of your time  
Oh no, don't, don't close your eyes  
I know you're hurt now  
We can work it out  
If we just try, if you just try!

"
Backstreet Boys,Unmistakable,/b/backstreet+boys/unmistakable_20657176.html,"[Brian:]  
Anytime, anywhere, anyplace  
You could be anyone today  
Maybe I would recognize you On a crowded street  
  
[AJ:]  
Maybe you'll take me by surprise  
Will you be the one I had in mind  
  
[Chorus (emphasis on AJ):]  
There'll come a day  
When you'll walk out of my dreams  
Face to face  
Like I'm imagining  
Baby how can I be sure  
That you're the one I'm waiting for  
Will you be unmistakable  
  
[AJ:]  
Unmistakable  
  
[Nick:]  
People say we're watching our lives  
Through a glass  
Desperately waiting on a chance  
I know you're out there  
Holding on, holding out for me  
  
[AJ:]  
How are we to know the time is right  
What if you're here and I'm just blind  
  
[Repeat Chorus (emphasis on Nick)]  
  
[Nick:]  
How can I know a song I never heard  
How will I know your voice  
When you haven't said a word  
  
[AJ:]  
How do I know how this will end  
Before we begin  
  
[Nick:]  
Before we begin  
  
[Howie:]  
There'll come a day  
When you walk out of my dreams  
  
[All:]  
Face to face (face to face)  
Like I'm imagining (Like I'm imagining)  
Baby, how can I be sure (how can I be sure)  
That you're the one I'm waiting for (You're the one I'm waiting for)  
Will you be (will you be)  
Will you be (will you be)  
  
[AJ:]  
Unmistakable  
Unmistakable

"
Backstreet Boys,Weird World,/b/backstreet+boys/weird+world_10020940.html,"(Weird world, weird world)  
Hey hey hey  
  
There's silence over the city but it's so noisy  
There is reason for looking up but I'm feeling down  
You see I've got to catch a plane, won't buy a ticket  
Cause it's hard to stop when you're spinning around  
  
It's a weird world don't you know it  
It's a weird world and it won't slow down  
It's a weird world no matter how you roll it  
  
Hey hey hey  
Sweet baby  
There's a way, just stand up and fight it  
Hey hey hey  
Never give up and don't let it wear out, your love  
It's a weird world, yea  
  
Sent a message to a G.I. in the desert  
Said thank you man for bringing another dawn  
Back here it's her and me and we're having our first baby  
He's out there taking them on  
  
It's a weird world and I know you know it  
It's a weird world and it won't slow down  
It's a weird world no matter how you roll it  
  
Hey hey hey  
Sweet baby  
There's a way, just stand up and fight it  
Hey hey hey  
Never give up and don't let it wear out, your love  
  
I'm closing my eyes but I'm starting to see  
While he's looking at you, she's looking at me  
The only thing he does is just keep me away from you  
'Cause you're part of this place  
But if I die, don't let them take away your beautiful smile  
Take away your beautiful smile  
Take away your beautiful smile  
  
Hey hey hey  
Sweet baby  
There's a way just stand up and fight it  
Hey hey hey sweet baby  
There's a way for you to decide it  
Hey hey hey  
Never give up and don't let it wear out, your love  
  
(Hey hey hey)  
It's a weird world don't you know it?  
(Hey hey hey)  
It's a weird world don't you know it?  
(Hey hey hey)  
It's a weird world don't you know it?  
Hey hey hey

"
Backstreet Boys,Why You Keep On Calling Me,/b/backstreet+boys/why+you+keep+on+calling+me_20644099.html,"Why you keep on callin' me  
When you know we'll never be  
'Cause you got someone on the side  
  
[Instrumental]  
  
I said hey girl  
Did you hear me?  
I said hey girl  
Why are you callin' now?  
Arent you with him now?  
Don't try to play me for a fool  
I could never be your fool gonna find someone who really wants me  
  
Why you keep on callin' me girl  
I said stop callin' me  
Why you keep on callin' me  
When you know we'll never be  
'Cause you got someone on the side  
Keep thinking that were gonna be  
So you keep on callin' me  
But you got someone on the side  
  
Hey girl is he really good?  
Does he do ya real good?  
How's he doin now  
That you want me now  
How can he be better than me?  
How can he be better than me?  
  
Why you keep on callin' me  
Girl I said stop callin' me  
Get off my back!!!!!  
  
Why you keep on callin' me  
When you know we'll never be  
'Cause you got someone on the side  
Keep thinking that were gonna be  
So you keep on callin' me  
But you got someone on the side  
  
I thought it was love  
That you came from above  
Damn, how could I be so wrong?  
I said get off my back

"
Backstreet Boys,"Yes, I Will",/b/backstreet+boys/yes+i+will_20011557.html,"I open my eyes  
I see your face  
I cannot hide, I can't erase  
The way you make me feel inside  
You complete me  
Girl that's why  
  
Somethin' about you makes me feel  
Baby my heart wants to reveal  
I'm down on my knees  
I'm asking you  
These three words I want to hear from you  
  
[Chorus]  
Yes I will  
Take your hand and walk with you  
Yes I will  
It's these three words that promise to  
Yes I will  
Give you everything you need  
And someday start a family with you  
Yes I will  
Take your hand and walk with you  
Yes I will  
Baby I promise you  
Yes I will  
Give you everything you need  
And someday start a family with you (a family)  
Oh yes I will (oh baby)  
  
This is no ordinary love  
And I can never have enough (I can't enough of)  
Of all the things you've given to me  
You're my heart, my soul, my everything  
  
Every night I thank you lord (I thank you lord)  
For giving me the strength  
To love her more and more  
Each day I promise her  
As long as I hear those three words  
  
[Chorus]  
  
I stand beside you  
In everything you do (yes I do)  
Wherever you go  
Whatever you do  
Baby I'll be there  
Oh baby I'll be there (I'll be there for you)  
  
As God as my witness (God as my witness)  
I will carry this through (I will carry this through)  
To kept to what's promised  
What's promised to you  
(I promised you)  
  
Yes I will  
Take your hand and walk with you  
Yes I will  
Baby baby baby I promise you  
Yes I will  
Give you everything you need  
And start a family with you (oh I will)  
Yes I will (oh yeah)  
Yes I will (oh yeah)  
Yes I will  
I promise you  
That everything's gonna be alright (it's gonna be alright)  
I will

"
Backstreet Boys,You Wrote The Book On Love,/b/backstreet+boys/you+wrote+the+book+on+love_10021030.html,"When I first met you  
My life turned a page  
Chapter one was how true love was made  
You taught me with your kiss  
Things about romance I missed  
You knew everything from A to Z  
What pleases you and what pleases me  
Girl when you touched me  
I began to understand, oh  
  
[Chorus]  
You, you wrote the book on love  
And I want to read every word  
So I know everything about you  
You, you wrote the book on love  
Girl I just can't get enough of your love  
I know you wrote the book on love  
  
Each time I hold you I find something new  
Cause I know what I love about you, baby  
Girl I discover you bring out the lover in me, yeah  
You're like a fire that burns in my soul  
Like a volcano, I'm ready to blow  
Cause every time I look at you  
I feel love I can't explain,oh  
  
[Chorus]  
  
I hear what your heart is saying to me  
I see the picture so clearly  
I'm thirsty for the knowledge  
True love brings  
What you're near me  
  
[Chorus]

"
Barbie,Can You Keep A Secret,/b/barbie/can+you+keep+a+secret_20982794.html,"Sometimes I blend in like a book on a shelf [book on a shelf]  
Sometimes I wear my jeans like anyone else [anyone else]  
There's millions of chameleons blending in all around  
Sometimes I wanna be found  
  
'Cause there is so much more to me  
More than I could ever show  
If you wanna fly with me  
There is one thing I gotta know  
  
Can you keep a secret, secret  
Ah oh oh  
Ah oh oh  
Can you keep a secret, secret  
[Ahoohoh]  
Ah oh oh  
Ah oh oh  
A secret!  
  
Sometimes what you see is not what you get [not what you get]  
Sometimes you haven't seen anything yet [anything yet]  
I'm not the same old melody that everyone sings [that everyone sings]  
Can't you tell I'm hiding my wings?  
  
'Cause there is so much more to me  
More than I could ever show  
If you wanna fly with me  
There is one thing I gotta know [gotta know]  
  
Can you keep a secret,  
[There's more to me] secret [more than the eye can see] ah oh oh  
[I just can't wait to show it] ah oh oh  
Can you keep a secret, [a mystery] secret [a secret identity] ah oh oh  
[This is magic and you know it] ah oh oh  
A secret!  
  
Come with me and you'll see a world beyond your dreams  
More than it seems [a world beyond your dreams]  
Come with me and you'll see that you can fly [you can fly]  
Like me!  
  
Can you keep a secret, [there's more to me] secret [more than the eye can  
See]  
Ah oh oh [I just can't wait to show it] ah oh oh  
Can you keep a secret, [a mystery] secret [a secret identity] ah oh oh  
[This is magic and you know it] ah oh oh  
  
[6 times]

"
