artist,song,link,text
Frankie Goes To Hollywood,Maximum Joy,/f/frankie+goes+to+hollywood/maximum+joy_20057208.html,"On glory day we'll get the gifts of heaven up above  
All around you hope and joy, to find and fall in love  
  
Can you feel that maximum joy  
Rolling round like a brand new boy  
Rain and sunshine from heaven  
  
Feeling the wonder, of sun ,rain and thunder  
Unraveling life's mysteries, living to make history  
Free at last  
  
Can you feel that maximum joy  
Rolling round like a brand new boy  
Rain and sunshine from heaven  
  
Can you feel that maximum joy  
Rolling round like a brand new boy  
Rain and sunshine from heaven  
  
Can you feel it  
  
Let dreamers dream and lovers leap  
I pray for you our souls to keep free at last...  
  
Can you feel that maximum joy  
Rolling round like a brand new boy  
Rain and sunshine from heaven  
  
Can you feel that maximum joy  
Rolling round like a brand new boy  
Rain and sunshine from heaven  
  
I will catch and keep you like a rainbow in my room  
And tie you to a star that's rising, dancing on the moon, on the moon  
  
Can you feel it...maximum joy...maximum joy

"
Frankie Goes To Hollywood,Our Silver Turns To Gold,/f/frankie+goes+to+hollywood/our+silver+turns+to+gold_20704921.html,"Watching the smiles on those ""a few"" who have somebody to hold onto.  
Knowing I need you, knowing your needed, a special way to be.  
My heart was shot by cupids arrow, while gaining all my pain and sorrow.  
  
Our silver turns to gold when I have you to hold.  
Sometimes your fire, sometimes ice, sometimes your in paradise yeah.  
Paradise yeah, paradise yeah.  
  
When you smile, the sun shines out of a blue sky  
Rainbows burst into bloom,  
People are dancing and some are romancing.  
Grey skies are out of view,  
And when your heart was young, you'll sing a summer song.  
  
Our silver turns to gold when I have you to hold.  
Sometimes your fire, sometimes ice, sometimes your in paradise yeah.  
Paradise yeah, paradise yeah.  
  
Just when your sweetheart whispers I love you.  
Flowers burst into bloom,  
Love hens are swimming and church bells are ringing,  
Each time I think of you.  
Then on both you and I, lights on forever shine.  
  
Our silver turns to gold when I have you to hold.  
Sometimes your fire, sometimes ice, sometimes your in paradise yeah.  
Paradise yeah, paradise yeah.  
  
Our silver turns to gold when I have you to hold.  
Sometimes your fire, sometimes ice, sometimes your in paradise yeah.  
Paradise yeah, paradise yeah

"
Frankie Goes To Hollywood,Relax,/f/frankie+goes+to+hollywood/relax_20057221.html,"Guess what's happening now?  
Hey hey, whoa, oh  
Hey hey  
Well now  
  
Relax don't do it  
When you want to go to it  
Relax don't do it  
When you want to come  
Relax don't do it  
When you want to suck it to it  
Relax don't do it  
When you want to come  
When you want to come  
  
Relax don't do it  
When you want to to go to it  
Relax don't do it  
When you want to come  
Relax don't do it  
When you want to suck to it  
Relax don't do it  
When you want to come  
Come oh oh oh  
  
But shoot it in the right direction  
Make making it your intention-ooh yeah  
Live those dreams  
Scheme those schemes  
Got to hit me  
Hit me  
Hit me with your laser beams  
Ow ow ow ow, laser beams  
  
Relax, don't do it  
Relax  
When you want to come  
  
Relax don't do it  
When you want to go to it  
Relax don't do it  
When you want to come  
  
Relax don't do it  
When you want to suck to it  
Relax don't do it (love)  
When you want to come  
When you want to come  
When you want to come  
  
Come-huh  
  
Relax don't do it  
When you want to go to it  
Relax don't do it  
Relax don't do it  
When you want to suck to it  
Relax don't do it

"
Frankie Goes To Hollywood,Roadhouse Blues,/f/frankie+goes+to+hollywood/roadhouse+blues_20704764.html,"Keep your eyes on the road,  
Keep your hands upon the wheel.  
  
Keep your eyes on the road,  
And your hands upon the wheel.  
  
We're going to the roadhouse,  
And gonna have a real, a good-time.  
  
At the back of the roadhouse,  
They've got some bungalows.  
  
At the back of the roadhouse,  
They've got some bungalows  
  
And that where the people  
Like to go down slow  
  
Let it roll, baby, roll.  
Let it roll, baby, roll.  
Let it roll, baby, roll.  
Let it roll, all night long.  
  
You gotta roll, roll, roll,  
You gotta thrill my soul, alright.  
You gotta roll, roll, roll,  
You gotta thrill my soul, alright now.  
  
Russian lady  
Russian lady  
  
Give up your vows  
Give up your vows  
  
Save our city  
Save our city  
  
Right now.  
  
Let it roll, baby, roll.  
Let it roll, baby, roll.  
Let it roll, baby, roll.  
Let it roll. All night long

"
Frankie Goes To Hollywood,San Jose,/f/frankie+goes+to+hollywood/san+jose_20057214.html,"Do you know the way to San Jose?  
I've been away so long. I may go wrong and lose my way.  
Do you know the way to San Jose?  
I'm going back to find some peace of mind in San Jose.  
  
L.a. is a great big freeway.  
Put a hundred down and buy a car.  
In a week, maybe two, they'll make you a star  
Weeks turn into years. how quick they pass  
And all the stars that never were  
Are parking cars and pumping gas  
  
Do you know the way to San Jose?  
They've got a lot of space. there'll be a place where I can stay  
I was born and raised in San Jose  
I'm going back to find some peace of mind in San Jose.  
  
Fame and fortune is a magnet.  
It can pull you far away from home  
With a dream in your heart you're never alone.  
Dreams turn into dust and blow away  
And there you are without a friend  
You pack your car and ride away  
  
I've got lots of friends in San Jose  
Do you know the way to San Jose?  
Can't wait to get back to San Jose.

"
Frankie Goes To Hollywood,Suffragette City,/f/frankie+goes+to+hollywood/suffragette+city_20057210.html,"Hey man, oh leave me alone you know  
Hey man, oh Henry, get off the phone, I gotta  
Hey man, I gotta straighten my face  
This mellow thighed chick just put my spine out of place  
Hey man, my schooldays insane  
Hey man, my work's down the drain  
Hey man, well she's a total blam-blam  
She said she had to squeeze it but she... then she...  
  
Oh don't lean on me man, cause you can't afford the ticket  
I'm back on Suffragette City  
Oh don't lean on me man  
'Cause you ain't got time to check it  
You know my Suffragette City  
Is outta sight...she's all right  
  
Hey man, Henry, don't be unkind, go away  
Hey man, I can't take you this time, no way  
Hey man, droogie don't crash here  
There's only room for one and here she comes, here she comes  
  
Oh don't lean on me man, cause you can't afford the ticket  
I'm back on Suffragette City  
Oh don't lean on me man  
'Cause you ain't got time to check it  
You know my Suffragette City  
Is outta sight...she's all right  
  
Oh hit me!  
  
Oh don't lean on me man, cause you can't afford the ticket  
I'm back on Suffragette City  
Oh don't lean on me man  
'Cause you ain't got time to check it  
You know my Suffragette City  
Is outta sight...she's all right  
  
A Suffragette City, a Suffragette City  
I'm back on Suffragette City, I'm back on Suffragette City  
Ooo, Sufraggete city, ooo, Suffragette City  
Oooh-how, Sufragette City, oooh-how, Sufragette City, oooh-how  
Sufragette  
Ohhh, Wham Bam Thank You Ma'am!  
A Suffragette City, a Suffragette City  
Quite all right  
A Suffragette City  
Too fine  
A Suffragette City, ooh, a Sufragette City  
Oh, my Sufragette City, oh my Suffragette City  
Oh, Suffragette  
Suffragette!

"
Frankie Goes To Hollywood,The World Is My Oyster,/f/frankie+goes+to+hollywood/the+world+is+my+oyster_20346998.html,"The world is my oyster  
ha ha ha ha ha ha ha ha  
  
Do you want to,  
Do you want to,  
Do you want to yeah.  
  
I feel I'm a comin' your the go ahead kind.  
You are warmly invited to come inside.  
You have five minutes Christians yeah.  
It was a joke yeah.  
Because I'm a comin yeah, to cut your throat.  
yeah give me more.  
  
You are warmly invited to come inside.  
You are warmly invited to come inside.  
Come inside, come inside, come inside.  
  
Your on your way up.  
Gonna jack you up,  
Gonna jack you off,  
Gonna jack you up yeah.  
Gonna jack you up,  
Gonna jack you off,  
Jack right down to Rio.  
  
Lets go boys.  
  
You can build it up like muscle.  
You can build it up like hustle yeah.  
  
Build it up.  
I can take you higher.  
Build it up.  
I can take you high.  
Build it up.  
I can take you higher yeah.  
Right on to the sky.  
  
It was a joke.  
  
Do you want to,  
Do you want to,  
Do you want to,  
  
Build it up.  
I can take you higher yeah.  
Right on to the sky.  
I gonna take you higher yeah.  
Right up there on high.  
  
Swing low  
Your on your way up.  
Gonna jack you up,  
Gonna jack you off,  
Gonna jack you up yeah.  
Gonna jack you up,  
Gonna jack you off,  
Jack right down to Rio.

"
Frankie Goes To Hollywood,Warriors Of The Wasteland,/f/frankie+goes+to+hollywood/warriors+of+the+wasteland_20057211.html,"From diamond mine to the factory  
Everybody's doing what you've got to keep on doing for society  
Make this world a good place to be  
Let livin' be but don't work for free  
Playing isn't paying so work is what I'm saying  
Working for the world go round  
The battle cry don't mess with me  
I've traveled the world for eternity  
  
Warriors of the wasteland  
Sailboats of ice on desert sands  
Warriors of the wasteland  
  
It seems to me that the powers that be  
Keep themselves in splendour and security  
Armoured cars for megastars  
No streets, no bars, yours wealth is ours  
They make the masses, kiss their assets  
Lower class jackass, pay me tax take out the trash  
Working for the world go round  
Your job is gold, do as you're told  
They pay you less then run for congress  
  
Warriors of the wasteland  
Sailboats of ice on desert sands  
Warriors - what a waste, man  
I'm working for the world go round, go round  
  
Diamond mine to the factory, yeah  
Make this a world, a good place to be  
  
Warriors - what a waste, man  
  
Warriors  
  
We're rats in a cage  
  
Suicide a go go

"
Frankie Goes To Hollywood,Watching The Wildlife,/f/frankie+goes+to+hollywood/watching+the+wildlife_20057212.html,"Watching the wildlife  
On my way home, the state of Rome  
People gliding on the floor  
Pleased with life not needing more  
Sunset on the river  
People go home in the rain  
Familiar faces on the train  
Running scared, and staying sane  
  
If you live by the sword  
Well that's your own reward  
So don't walk with me  
Watching the wildlife  
The beast within you  
Eats your heart out  
Get free from hate and get in love  
  
Boys in the backyard  
The girls are hanging out the lines  
Washing the day, wash your troubles away  
It's game we have to play  
Ghosts are chasing you round  
Things that happen in the past  
Don't make that mistake again  
The sun beats down the streets of passion  
  
If you live by the sword  
Well that's your own reward  
So don't talk with me  
Watching the wildlife  
The beast within you  
Eats your heart out  
Get free from hate and get in love  
  
Your own worst enemy  
Get free from hate and get in love  
  
If you live by the sword  
Watching the wildlife  
Watching you  
The beast within you too  
Watching the wildlife  
  
Get in love, get in love  
  
Watching the wildlife  
We all live in a dream in home  
We watch TV and drive a car  
We go outside, but not too far  
Watching the wildlife  
We walk the water like a sun  
Living cuts you like a knife  
Living here watching the Wildlife  
  
Get in love, get in love

"
Frankie Laine,A Woman In Love,/f/frankie+laine/a+woman+in+love_20344496.html,"Your eyes are the eyes of a woman in love  
And oh how they give you away  
Why try to deny you're a woman in love  
When I know very well what I say  
I say no moon in the sky  
Ever lent such a glow  
Some flame deep within made them shine  
  
Those eyes are the eyes of a woman in love  
And may they gaze evermore into mine  
Crazily gaze evermore into mine  
  
Those eyes are the eyes of a woman in love  
And may they gaze evermore into mine  
Crazily gaze evermore into mine

"
