artist,song,link,text
Phil Collins,You Can't Hurry Love,/p/phil+collins/you+cant+hurry+love_20108022.html,"I need love, love  
Oh, ease my mind  
And I need to find time  
Someone to call mine  
  
My mama said, ""You can't hurry love  
No, you'll just have to wait""  
She said, ""Love don't come easy  
But it's a game of give and take""  
  
You can't hurry love  
No, you'll just have to wait  
Just trust in a good time  
No matter how long it takes  
  
How many heartaches must I stand  
Before I find the love to let me live again  
Right now the only thing that keeps me hanging on  
When I feel my strength, oh, it's almost gone  
  
I remember mama said, ""You can't hurry love  
No, you'll just have to wait""  
She said, ""Love don't come easy  
It's a game of give and take""  
  
How long must I wait  
How much more must I take  
Before loneliness  
Will cause my heart, heart to break  
  
No, I can't bear to live my life alone  
I grow impatient for a love to call my own  
But when I feel that I, I can't go on  
Well, these precious words keep me hanging on  
  
I remember mama said, ""You can't hurry love  
No, you'll just have to wait""  
She said, ""Love don't come easy  
Well, it's a game of give and take""  
  
You can't hurry love  
No, you'll just have to wait  
Just trust in a good time  
No matter how long it takes, now break  
  
Now love, love don't come easy  
But I keep on waiting  
Anticipating for that soft voice  
To talk to me at night  
For some tender arms  
Hold me tight  
I keep waiting  
Oh, till that day  
But it ain't easy  
(Love don't come easy)  
No, you know it ain't easy  
  
My mama said, ""You can't hurry love  
No, you'll just have to wait""  
She said, ""Love don't come easy  
But it's a game of give and take""  
  
You can't hurry love  
No, you'll just have to wait  
She said, ""Love don't come easy  
It's a game of give and take""

"
Phil Collins,You Touch My Heart,/p/phil+collins/you+touch+my+heart_20108098.html,"Somehow you reach in and you touch my heart  
Somehow you reach in, you touch my soul  
When I look at you, I see everything we could be  
  
Eyes wide open, looking at me  
What can I offer you that you've never seen  
Just don't be afraid, someone is watching  
You will see  
  
Somehow when you smile the day seems brighter  
Somehow when you smile you melt my heart  
When I look at you I see all things we should be  
  
And in your darkest hour, hold out your hand for me  
Something will guide you, I'll be beside you  
And when it's rough out there, I'm with you everywhere  
I will be right behind you if you should fall  
  
Someday you will find everything you look for  
Someday you will find a love like mine  
When you smile at her you will feel the things you could be  
  
Eyes wide open, looking at me  
What can I offer you that you've never seen  
Just don't be afraid, someone is watching  
You will see, you will see  
  
Somehow you reach in and you touch my heart  
Somehow you reach in, you touch my soul  
When I look at you, I see everything we could be

"
Phil Collins,You'll Be In My Heart,/p/phil+collins/youll+be+in+my+heart_20108086.html,"Come stop your crying  
It will be alright  
Just take my hand  
Hold it tight  
  
I will protect you  
From all around you  
I will be here  
Don't you cry  
  
For one so small,  
You seem so strong  
My arms will hold you  
Keep you safe and warm  
This bond between us  
Can't be broken  
I will be here  
Don't you cry  
  
'Cause you'll be in my heart  
Yes, you'll be in my heart  
From this day on  
Now and forever more  
You'll be in my heart  
No matter what they say  
You'll be here  
In my heart  
Always  
  
Why can't they understand the way we feel  
They just don't trust what they can't explain  
I know we're different, but deep inside us  
We're not that different at all  
  
And you'll be in my heart  
Yes you'll be in my heart  
From this day on  
Now and forever more  
  
Don't listen to them  
'Cause what do they know  
We need each other, to have, to hold  
They'll see in time, I know  
  
When destiny calls you, you must be strong  
I may not be with you  
But you got to hold on  
They'll see in time, I know  
We'll show them together  
  
'Cause you'll be in my heart  
Believe me, you'll be in my heart  
I'll be there from this day on  
Now and forever more  
  
You'll be in my heart  
You'll be here in my heart  
No matter what they say  
  
I'll be with you  
You'll be in my heart  
I'll be there  
Always...  
Always...  
  
I'll be with you  
I'll be there for you always  
Always and always  
  
Just look over your shoulder  
Just look over your shoulder  
Just look over your shoulder  
I'll be there  
Always

"
Phil Collins,You've Been In Love,/p/phil+collins/youve+been+in+love_10205551.html,"You've been in love that little bit too long  
You've been in love and I think that you know  
You've been in love it's time to move on  
You've been in love and it's starting to show  
  
She's getting to used to your face, getting too used to your smile  
She's saying the same things every morning before you leave her  
  
You'd better run, find out what's going through her mind  
You'd better look out, cos he's not far behind  
You've been in love that little bit too long  
You've been in love and I think that you know  
You've been in love it's time to move on  
You've been in love and it's starting to show  
  
Suddenly she's trying to please you, you start to think she's acting strange  
And after all these years she wears make-up in the morning  
You'd better run, find out what's going through her mind  
You'd better look out, cos he's not far behind  
  
Did you really believe she's doing it all for you?  
Oh, can't you see, there's somebody else  
You never showed it, you should have known it  
  
You've been in love, yeah you've been in love  
You've been in love, yeah you've been in love  
  
Going round singing all those love songs, songs you haven't heard for years  
You're gonna have to ask her why she's so happy  
You'd better run, find out what's going through her mind.  
But it may be too late, and I know why  
  
You've been in love that little bit too long  
You've been in love and I think that you know  
You've been in love it's time to move on  
You've been in love and it's starting to show  
You've been in love that little bit too long  
You've been in love, I think that you know  
You've been in love it's time to move on  
You've been in love and it's starting to show  
To show, show, you've been in love, oh oh  
  
(I've got blisters on my fingers!)

"
Phineas And Ferb,12 Days Of Christmas,/p/phineas+and+ferb/12+days+of+christmas_20911308.html,"(Phineas)On the 1st day of christmas pls santa give to me a jet powered rocket
ski  
(Candace)On the 2nd day of christmas pls santa give to me 2 busted brothers  
(Phineas)and a jet powered rocket ski  
(Isabella)on the 3rd day of christmas pls santa give to me a sash full of
patches  
(Candace)2 busted brothers  
(Phineas)and jet powered rocket ski(Isabella)on the 3rd day of christmas pls  
(Jeremy)on the 4th day of christmas pls santa give to me a silver guitar  
(Isabella)a sash full of patches  
(Candace)2 busted brothers  
(Phineas)and jet powered rocket ski  
(Dr Doofenshmirtz)on the 5th day of christmas pls santa give to me the entire
tri state area  
(Jeremy)a silver guitar  
(Isabella)a sash full of patches  
(Candace)2 busted Brothers  
(Phineas)and jet powered rocket ski  
(Baljeet)on the 6th day of christmas pls santa give to me a kiss from a girl  
(Dr doofenshmirtz)the entire tri state area or at least a large portion of it,
I don't wanna get to greedy  
(Jeremy)a silver guitar  
(Isabella)a sash full Of Patches  
(Candace)2 busted brothers  
(Phineas)and a jet powered rocket ski  
(Buford)on the 7th day of christmas pls santa give to me more nerds to bully  
(Baljeet)a kiss from a girl  
(Dr doofenshmirtz)the entire tri state you know what, how about just two of
these three sates? That's fair right? Deal?  
(Jeremy)a silver guitar  
(Isabella)a sash full of patches  
(Candace)2 busted brothers  
(Phineas)and a jet powered rocket ski  
(Francis monogram)on the 8th day of christmas pls santa give to me promotion
to colonel  
(Buford)more nerds to bully  
(Baljeet) a kiss from a girl  
(Dr doofenshmirtz)one single state I feel like I was overreaching before,
just... Just one state area will be fine, go on with the song  
(Jeremy) a silver guitar  
(Isabella) a sash full of patches  
(Candace)2 busted brothers  
(Phineas)and jet powered rocket ski  
(Phineas)on the 9th day of christmas pls santa give to me(perry growls)  
(Francis)promotion to colonel  
(Buford)more nerds to bully  
(Baljeet)a kiss from a girl  
(Dr doofenshmirtz)five golden rings ya know I had to sing it that way at least
once it's tradition and I am traditional  
(Jeremy)a silver guitar  
(Isabella) a sash full of patches  
(Candace)2 busted broyhers  
(Phineas) and a jet powered rocket ski  
(Carl)on the 10th day of christmas pls santa give to me a job that pays me
money  
(Perry)krrrrrrrrrrrrr  
(Francis)promotion to colonel  
(Buford)more nerds to bully  
(Baljeet)a kiss from a girl  
(Dr doofenshmirtz)yeah actually promotion to colonel sounds pretty sweet is
it... Is it too late to change mine  
(Jeremy)a silver guitar  
(Isabella) a sash full of patches  
(Candace)2 busted brothers  
(Phineas)and jet powered rocket ski  
(Vanessa)on the 11th day of christmas pls santa give to me my own set of
wheels  
(Carl)a job that pays me money  
(Perry)krrrrrrrrr  
(Francis)promotion to colonel  
(Buford)more nerds to bully  
(Baljeet)a kiss from a girl  
(Dr doofenshmirtz)you know this is way to much pressure being put on the spot
for one thing that I want from this mythic all powerful gift giver who only
comes once in a year it insane!  
(Jeremy)a silver guitar  
(Isabella)a sash full of patches  
(Candace)2 busted brothers  
(Phineas)and a jet powered rocket ski  
(Ferb)on the 12th day of christmas pls santa give to me one line of dialogue  
(Vanessa)my own set of wheels  
(Carl)a job that pays me money  
(Perry)krrrrrrrrrrrrrrr  
(Francis)promotion to colonel  
(Buford)more nerds to bully  
(Baljeet)a kiss from a girl  
(Dr doofenshmirtz)how about just some almond brittle? Its a realistic request
right?  
(Jeremy)a silver guitar  
(Isabella) a sash full of patches  
(Candace)ah forget it  
(Phineas)and a jet powered rocket ski... Inator(dr doofenshmirtz)

"
Phineas And Ferb,Aglet,/p/phineas+and+ferb/aglet_20858022.html,"Through the eye of a needle  
Time to loosen your tounge  
Got a tip how to make ends meet.  
  
A-G-L-E-T! Don't forget it! Get's us all on our feet! Yeah Yeah Yeah  
A-G-L-E-T! Aglet! Don't forget it  
A-G-L-E-T! Aglet! Don't forget it  
  
A-G-L-E-T! Aglet! Don't forget it  
A-G-L-E-T! Aglet! Don't forget it  
A-G-L-E-T! (We're tying the world together) Aglet! Don't forget it  
  
A-G-L-E-T! (We're tying the world together) Aglet! Don't forget it  
A-G-L-E-T! (We're gonna tie the world together) Aglet! Don't forget it  
A-G-L-E-T! (We're gonna tie the world together) Aglet! Don't forget it  
  
One word at a time  
  
Phineas (Talking):  
Ladies and Gentlemen my sister, Candace Flynn!  
  
Candace (Singing):  
And in the end the most important thing  
Is that we never forget  
The end of a shoelace is called the...  
The uhhh...  
Candace (Talking):  
Wait a minute! It doesn't matter.  
I can't beleive I was almost sucked into this!  
  
Phineas (Talking):  
I can't believe you still don't know the word.  
I mean we spelled it a bunch of times in the song!

"
Phineas And Ferb,Ain't Got Rhythm,/p/phineas+and+ferb/aint+got+rhythm_20746896.html,"So you're saying that you don't have rhythm  
But listen at what you're doing right there  
With that stamp and a book you've got a real nice hook  
Sounds to me like you've got rhythm to spare  
  
I have no idea what your talking about  
I've got as much rhythm as that chair  
What happened to me was a tragedy  
But I don't have to be a millionaire  
Look I got a sweet deal going on here  
I've got all the books that I can read  
All these sweet old ladies and this carpet from the 80's  
What more could a librarian need?  
Besides I ain't got rhythm  
No I ain't got rhythm  
Said I ain't got rhythm  
I ain't got rhythm  
  
You're kidding me right, you're, you're kidding me  
Don't you see what you were doing right then  
That's a wicked groove you were starting to move  
Mr., you got rhythm times 10  
  
I think perhaps that your not listening  
I find it tedious to repeat  
It's no big crime  
I just can't keep time  
I'm telling you I lost the beat  
I don't need my face on t-shirts  
Or hit a power-chord guitar  
They were screaming my name  
I guess it's a shame  
But I don't need to be a rock star  
Besides I ain't got rhythm  
No I ain't got rhythm  
Said I ain't got rhythm  
I ain't got rhythm  
  
I ain't got rhythm  
Sounds like rhythm to me  
No I ain't got rhythm  
Seems like they all agree  
Said I ain't got rhythm  
I aint got rhythm  
But your laying down some funky syncopation  
I ain't got rhythm  
But you got that beat  
No I ain't got rhythm  
Look at them, their stomping their feet  
Said I ain't got rhythm  
  
I ain't got rhythm  
It's time for you to rock a brand new generation  
Gonna rock a brand new generation  
  
Cause I ain't got rhythm  
Would you just go join the band  
Hey! Look at me!  
Hey I got rhythm!

"
Phineas And Ferb,Chains On Me,/p/phineas+and+ferb/chains+on+me_20818981.html,"I woke up this mornin', and the world was gray.  
Haven't seen the sun since they hauled me away.  
The boss man says there's no use in tryin',  
He won't let me color outside of the lines.  
  
Got these chains on me,  
And, they're draggin' me down.  
Got these chains on me,  
Hear that clankin' sound?  
Got these chains on me,  
Mister, hear my song.  
Don't say imagination is morally wrong.  
  
Mm-hmm-hmm  
Drink of water, boss?  
  
As long as I've been here I got nothin' to show,  
Try to make somethin' but the boss says no  
Wanna be creative but the man won't hear it  
That big boss man is tryin' to crush my spirit  
  
Got these chains on me,  
They won't let me fly  
Got these chains on me,  
Won't tell me why  
Got these chains on me  
Mister, hear my song.  
Don't say imagination is morally wrong  
No, they won't let us dance or bang that gong,  
'Cause they say imagination is morally wrong!

"
Phineas And Ferb,Christmas is Starting Now,/p/phineas+and+ferb/christmas+is+starting+now_20898661.html,"Grab some holly and mistletoe  
'Cause we're gonna go out tonight.  
We're gonna bask in the electric glow  
Of a billion little colored lights.  
We've got a lot to do, before the dawn  
So with a minimum of introspection,  
I think you've better put your mittens on  
Shake your jingle bell in my direction  
  
Sometimes I feel like a big snowman  
That's fallen under a plow.  
But tonight I'm on top of the world  
We're gonna bring it around somehow.  
  
Christmas is starting now!  
Oh yeah!  
Christmas is starting now.  
That's right, Christmas is starting now.  
Oh yeah.

"
Phineas And Ferb,Flying Fishmonger,/p/phineas+and+ferb/flying+fishmonger_20750354.html,"Holy Holy Mackerel (4x)  
He's bald on top  
He's got an artificial hip  
He's gonna take a hop  
He's gonna take a trip  
He's weak in the knees  
And he can't find his keys  
But put your hands together  
Cause he's here to please  
He's a Flying Fishmonger (Flying Fishmonger)  
He's a Flying Fishmonger (Death-defying wonder)  
He's a Flying Fishmonger with nerves of steel  
He's got an old bundle motor  
And a pair of wheels

"
